lemma,upos,us,uk,count
comment,NOUN,/ˈkɑmɛnt/,/kˈɒmɛnt/,148628729
financial,ADJ,/ˌfaɪˈnænʃəɫ/,/fa‍ɪnˈænʃə‍l/,148330257
against,ADP,/əˈɡeɪnst/,/ɐɡˈɛnst/,147259825
standard,ADJ,/ˈstændɝd/,/stˈændəd/,147177212
tax,NOUN,/ˈtæks/,/tˈæks/,146906651
person,NOUN,/ˈpɝsən/,/pˈɜːsən/,146749448
below,ADV,/biˈɫoʊ/,/bɪlˈə‍ʊ/,145701629
less,ADJ,/ˈɫɛs/,/lˈɛs/,145430147
blog,NOUN,/ˈbɫɔɡ/,/blˈɒɡ/,145041426
party,VERB,/ˈpɑɹti/,/pˈɑːti/,144707500
payment,NOUN,/ˈpeɪmənt/,/pˈe‍ɪmənt/,144646164
equipment,NOUN,/ɪˈkwɪpmənt/,/ɪkwˈɪpmənt/,144298238
login,NOUN,/ˈɫɔˌɡɪn/,/lˈɒɡɪn/,144200144
student,NOUN,/ˈstudənt/,/stjˈuːdənt/,143590165
let,VERB,/ˈɫɛt/,/lˈɛt/,143062438
legal,ADJ,/ˈɫiɡəɫ/,/lˈiːɡə‍l/,142048771
above,ADV,/əˈbəv/,/əbˈʌv/,141894620
recent,ADJ,/ˈɹisənt/,/ɹˈiːsənt/,141765729
park,NOUN,/ˈpɑɹk/,/pˈɑːk/,141548802
side,NOUN,/ˈsaɪd/,/sˈa‍ɪd/,141155373
act,NOUN,/ˈækt/,/ˈækt/,141076205
problem,NOUN,/ˈpɹɑbɫəm/,/pɹˈɒbləm/,141012024
red,VERB,/ˈɹɛd/,/ɹˈɛd/,140799532
give,VERB,/ˈɡɪv/,/ɡˈɪv/,140688602
memory,NOUN,/ˈmɛmɝi/,/mˈɛməɹˌi/,140479833
performance,NOUN,/pɝˈfɔɹməns/,/pəfˈɔːməns/,139710600
social,ADJ,/ˈsoʊʃəɫ/,/sˈə‍ʊʃə‍l/,139566375
q,NOUN,/ˈkju/,/kjˈuː/,139563801
quote,NOUN,/ˈkwoʊt/,/kwˈə‍ʊt/,139242226
language,NOUN,/ˈɫæŋɡwədʒ/,/lˈæŋɡwɪd‍ʒ/,138517992
story,VERB,/ˈstɔɹi/,/stˈɔːɹi/,138433809
sell,VERB,/ˈsɛɫ/,/sˈɛl/,137696613
experience,NOUN,/ɪkˈspɪɹiəns/,/ɛkspˈi‍əɹɪəns/,137134662
create,VERB,/kɹiˈeɪt/,/kɹiːˈe‍ɪt/,137071122
key,ADJ,/ˈki/,/kˈiː/,136862835
body,NOUN,/ˈbɑdi/,/bˈɒdi/,136560842
young,ADJ,/ˈjəŋ/,/jˈʌŋ/,136341684
important,ADJ,/ˌɪmˈpɔɹtənt/,/ɪmpˈɔːtənt/,136103455
field,NOUN,/ˈfiɫd/,/fˈiːld/,135289140
few,ADJ,/ˈfju/,/fjˈuː/,135132664
east,ADV,/ˈist/,/ˈiːst/,135037085
paper,NOUN,/ˈpeɪpɝ/,/pˈe‍ɪpɐ/,134939426
single,ADJ,/ˈsɪŋɡəɫ/,/sˈɪŋɡə‍l/,134754203
age,NOUN,/ˈeɪdʒ/,/ˈe‍ɪd‍ʒ/,132725767
club,NOUN,/ˈkɫəb/,/klˈʌb/,132428495
example,NOUN,/ɪɡˈzæmpəɫ/,/ɛɡzˈɑːmpə‍l/,132369252
additional,ADJ,/əˈdɪʃənəɫ/,/ɐdˈɪʃənə‍l/,132187702
password,NOUN,/ˈpæsˌwɝd/,/pˈɑːswɜːd/,132141721
z,INTJ,/ˈzi/,/zˈɛd/,132095202
latest,ADJ,/ˈɫeɪtəst/,/lˈe‍ɪtəst/,131952173
something,PRON,/ˈsəmθɪŋ/,/sˈʌmθɪŋ/,131836210
road,NOUN,/ˈɹoʊd/,/ɹˈə‍ʊd/,131800620
gift,NOUN,/ˈɡɪft/,/ɡˈɪft/,131417909
question,NOUN,/ˈkwɛstʃən/,/kwˈɛst‍ʃən/,130644510
night,NOUN,/ˈnaɪt/,/nˈa‍ɪt/,130531484
hard,ADJ,/ˈhɑɹd/,/hˈɑːd/,130054708
pay,VERB,/ˈpeɪ/,/pˈe‍ɪ/,129198530
four,NUM,/ˈfɔɹ/,/fˈɔː/,129167110
poker,NOUN,/ˈpoʊkɝ/,/pˈə‍ʊkɐ/,129054826
status,NOUN,/ˈstætəs/,/stˈe‍ɪtəs/,128994593
browse,VERB,/ˈbɹaʊz/,/bɹˈa‍ʊz/,128740445
issue,NOUN,/ˈɪʃu/,/ˈɪʃuː/,128427156
range,NOUN,/ˈɹeɪndʒ/,/ɹˈe‍ɪnd‍ʒ/,128314924
building,NOUN,/ˈbɪɫdɪŋ/,/bˈɪldɪŋ/,128251365
seller,NOUN,/ˈsɛɫɝ/,/sˈɛlɐ/,127768853
court,NOUN,/ˈkɔɹt/,/kˈɔːt/,127719981
always,ADV,/ˈɔɫˌweɪz/,/ˈɔːlwe‍ɪz/,127634767
result,NOUN,/ɹiˈzəɫt/,/ɹɪzˈʌlt/,127425045
audio,INTJ,/ˈɑdiˌoʊ/,/ˈɔːdɪˌə‍ʊ/,127014703
light,NOUN,/ˈɫaɪt/,/lˈa‍ɪt/,126699632
write,X,/ˈɹaɪt/,/ɹˈa‍ɪt/,126645151
war,NOUN,/ˈwɔɹ/,/wˈɔː/,126517399
offer,NOUN,/ˈɔfɝ/,/ˈɒfɐ/,126228968
blue,ADJ,/ˈbɫu/,/blˈuː/,126160941
easy,ADJ,/ˈizi/,/ˈiːzi/,125548527
event,NOUN,/iˈvɛnt/,/ɪvˈɛnt/,125515260
analysis,NOUN,/əˈnæɫəsəs/,/ɐnˈæləsˌɪs/,124949540
request,NOUN,/ɹiˈkwɛst/,/ɹɪkwˈɛst/,124620318
fax,NOUN,/ˈfæks/,/fˈæks/,124500817
china,NOUN,/ˈtʃaɪnə/,/t‍ʃˈa‍ɪnɐ/,124472054
making,NOUN,/ˈmeɪkɪŋ/,/mˈe‍ɪkɪŋ/,124198695
picture,NOUN,/ˈpɪktʃɝ/,/pˈɪkt‍ʃɐ/,124116581
possible,ADJ,/ˈpɑsəbəɫ/,/pˈɒsəbə‍l/,123311561
might,AUX,/ˈmaɪt/,/mˈa‍ɪt/,123196001
professional,ADJ,/pɹəˈfɛʃənəɫ/,/pɹəfˈɛʃənə‍l/,123162607
yet,ADV,/ˈjɛt/,/jˈɛt/,123160529
month,NOUN,/ˈmənθ/,/mˈʌnθ/,123027963
major,ADJ,/ˈmeɪdʒɝ/,/mˈe‍ɪd‍ʒɐ/,122592252
star,NOUN,/ˈstɑɹ/,/stˈɑː/,122498186
future,NOUN,/ˈfjutʃɝ/,/fjˈuːt‍ʃɐ/,121844371
space,NOUN,/ˈspeɪs/,/spˈe‍ɪs/,121505269
hand,NOUN,/ˈhænd/,/hˈænd/,121296661
sun,NOUN,/ˈsən/,/sˈʌn/,121218500
meeting,NOUN,/ˈmitɪŋ/,/mˈiːtɪŋ/,120814306
become,VERB,/bɪˈkəm/,/bɪkˈʌm/,120495036
interest,NOUN,/ˈɪntɝəst/,/ˈɪntɹəst/,120272948
id,NOUN,/ˈaɪˈdi/,/ˌa‍ɪdˈiː/,119974321
child,NOUN,/ˈtʃaɪɫd/,/t‍ʃˈa‍ɪld/,119747393
keep,VERB,/ˈkip/,/kˈiːp/,119602514
enter,NOUN,/ˈɛnɝ/,/ˈɛntɐ/,119394206
porn,NOUN,/ˈpɔɹn/,/pˈɔːn/,119294962
share,NOUN,/ˈʃɛɹ/,/ʃˈe‍ə/,119294241
similar,ADJ,/ˈsɪməɫɝ/,/sˈɪmɪlɐ/,119150817
garden,NOUN,/ˈɡɑɹdən/,/ɡˈɑːdən/,119014988
million,NUM,/ˈmɪɫjən/,/mˈɪli‍ən/,118818608
reference,NOUN,/ˈɹɛfɝəns/,/ɹˈɛfɹəns/,118127636
baby,NOUN,/ˈbeɪbi/,/bˈe‍ɪbi/,117696064
energy,NOUN,/ˈɛnɝdʒi/,/ˈɛnəd‍ʒi/,117451031
run,VERB,/ˈɹən/,/ɹˈʌn/,117213565
delivery,NOUN,/dɪˈɫɪvɝi/,/dɪlˈɪvəɹi/,117119498
net,NOUN,/ˈnɛt/,/nˈɛt/,116883588
popular,ADJ,/ˈpɑpjəɫɝ/,/pˈɒpjʊlɐ/,116495721
term,NOUN,/ˈtɝm/,/tˈɜːm/,116282824
film,NOUN,/ˈfɪɫm/,/fˈɪlm/,116097842
computers,NOUN,/kəmˈpjutɝz/,/kəmpjˈuːtəz/,115168234
journal,NOUN,/ˈdʒɝnəɫ/,/d‍ʒˈɜːnə‍l/,114532201
try,VERB,/ˈtɹaɪ/,/tɹˈa‍ɪ/,114384208
welcome,INTJ,/ˈwɛɫkəm/,/wˈɛlkʌm/,114025350
central,ADJ,/ˈsɛntɹəɫ/,/sˈɛntɹə‍l/,113841948
president,PROPN,/ˈpɹɛzəˌdɛnt/,/pɹˈɛzɪdənt/,113756376
notice,NOUN,/ˈnoʊtəs/,/nˈə‍ʊtɪs/,113691786
god,PROPN,/ˈɡɑd/,/ɡˈɒd/,113624357
original,ADJ,/ɝˈɪdʒənəɫ/,/əɹˈɪd‍ʒɪnə‍l/,113453183
head,NOUN,/ˈhɛd/,/hˈɛd/,113316224
radio,NOUN,/ˈɹeɪdiˌoʊ/,/ɹˈe‍ɪdɪˌə‍ʊ/,113285624
until,ADP,/ənˈtɪɫ/,/ʌntˈɪl/,113090086
cell,NOUN,/ˈsɛɫ/,/sˈɛl/,113067567
self,NOUN,/ˈsɛɫf/,/sˈɛlf/,112902176
council,NOUN,/ˈkaʊnsəɫ/,/kˈa‍ʊnsə‍l/,112893718
away,ADV,/əˈweɪ/,/ɐwˈe‍ɪ/,112837472
track,NOUN,/ˈtɹæk/,/tɹˈæk/,112385243
discussion,NOUN,/dɪˈskəʃən/,/dɪskˈʌʃən/,111973466
archive,NOUN,/ˈɑɹˌkaɪv/,/ˈɑːka‍ɪv/,111971865
once,ADV,/ˈwəns/,/wˈɒns/,111882023
entertainment,NOUN,/ˌɛnɝˈteɪnmənt/,/ˌɛntətˈe‍ɪnmənt/,111394818
agreement,NOUN,/əˈɡɹimənt/,/ɐɡɹˈiːmənt/,111356320
format,NOUN,/ˈfɔɹˌmæt/,/fˈɔːmæt/,111279626
least,ADV,/ˈɫist/,/lˈiːst/,111229798
society,NOUN,/səˈsaɪəti/,/səsˈa‍ɪ‍əti/,111199035
months,NOUN,/ˈmənθs/,/mˈʌnθs/,111192257
log,VERB,/ˈɫɔɡ/,/lˈɒɡ/,111170350
safety,NOUN,/ˈseɪfti/,/sˈe‍ɪfti/,111064464
sure,ADJ,/ˈʃʊɹ/,/ʃˈɔː/,110528740
trade,NOUN,/ˈtɹeɪd/,/tɹˈe‍ɪd/,110086585
edition,NOUN,/əˈdɪʃən/,/ɪdˈɪʃən/,110051463
cars,NOUN,/ˈkɑɹz/,/kˈɑːz/,109717836
marketing,NOUN,/ˈmɑɹkətɪŋ/,/mˈɑːkɪtɪŋ/,109596213
tell,VERB,/ˈtɛɫ/,/tˈɛl/,109553730
further,ADV,/ˈfɝðɝ/,/fˈɜːðɐ/,109528141
association,NOUN,/əˌsoʊsiˈeɪʃən/,/ɐsˈə‍ʊsɪˈe‍ɪʃən/,109416386
able,ADJ,/ˈeɪbəɫ/,/ˈe‍ɪbə‍l/,109389038
fun,NOUN,/ˈfən/,/fˈʌn/,108389630
already,ADV,/ɔˈɹɛdi/,/ɔːlɹˈɛdi/,108324565
green,ADJ,/ˈɡɹin/,/ɡɹˈiːn/,108287905
common,ADJ,/ˈkɑmən/,/kˈɒmən/,107839275
drive,VERB,/ˈdɹaɪv/,/dɹˈa‍ɪv/,107799371
specific,ADJ,/spəˈsɪfɪk/,/spəsˈɪfɪk/,107785779
several,ADJ,/ˈsɛvɝəɫ/,/sˈɛvɹə‍l/,107589584
gold,INTJ,/ˈɡoʊɫd/,/ɡˈə‍ʊld/,107497778
collection,NOUN,/kəˈɫɛkʃən/,/kəlˈɛkʃən/,107121885
short,ADJ,/ˈʃɔɹt/,/ʃˈɔːt/,106755242
arts,NOUN,/ˈɑɹts/,/ˈɑːts/,106466033
lot,NOUN,/ˈɫɑt/,/lˈɒt/,106405208
ask,VERB,/ˈæsk/,/ˈɑːsk/,106400213
display,NOUN,/dɪsˈpɫeɪ/,/dɪsplˈe‍ɪ/,106342539
director,NOUN,/daɪˈɹɛktɝ/,/da‍ɪɹˈɛktɐ/,105891641
daily,ADV,/ˈdeɪɫi/,/dˈe‍ɪli/,105837757
beach,NOUN,/ˈbitʃ/,/bˈiːt‍ʃ/,105642682
past,ADJ,/ˈpæst/,/pˈɑːst/,105625616
natural,ADJ,/ˈnætʃɝəɫ/,/nˈæt‍ʃəɹə‍l/,105101771
whether,SCONJ,/ˈhwɛðɝ/,/wˈɛðɐ/,105014961
due,ADP,/ˈdju/,/djˈuː/,104908310
electronics,NOUN,/ˌɪˌɫɛkˈtɹɑnɪks/,/ˌɛlɪktɹˈɒnɪks/,104230315
five,NUM,/ˈfaɪv/,/fˈa‍ɪv/,104165769
upon,ADP,/əˈpɑn/,/əpˈɒn/,103921220
period,NOUN,/ˈpɪɹiəd/,/pˈi‍əɹɪəd/,103906182
database,NOUN,/ˈdætəˌbeɪs/,/dˈe‍ɪtəbˌe‍ɪs/,103731642
official,ADJ,/əˈfɪʃəɫ/,/əfˈɪʃə‍l/,103521037
weather,NOUN,/ˈwɛðɝ/,/wˈɛðɐ/,103331913
mar,NOUN,/ˈmɑɹ/,/mˈɑː/,103203080
land,NOUN,/ˈɫænd/,/lˈænd/,103132933
average,NOUN,/ˈævɝɪdʒ/,/ˈævɹɪd‍ʒ/,102837602
done,VERB,/ˈdən/,/dˈʌn/,102812628
technical,ADJ,/ˈtɛknɪkəɫ/,/tˈɛknɪkə‍l/,102792861
window,NOUN,/ˈwɪndoʊ/,/wˈɪndə‍ʊ/,102711715
pro,X,/ˈpɹoʊ/,/pɹˈə‍ʊ/,102580860
region,NOUN,/ˈɹidʒən/,/ɹˈiːd‍ʒən/,102552342
island,NOUN,/ˈaɪɫənd/,/ˈa‍ɪlənd/,102316998
direct,ADJ,/daɪˈɹɛkt/,/da‍ɪɹˈɛkt/,102234090
conference,NOUN,/ˈkɑnfɝəns/,/kˈɒnfɹəns/,101987691
environment,NOUN,/ɪnˈvaɪɹənmənt/,/ɛnvˈa‍ɪɹənmənt/,101959294
district,NOUN,/ˈdɪstɹɪkt/,/dˈɪstɹɪkt/,101325723
calendar,NOUN,/ˈkæɫəndɝ/,/kˈæləndɐ/,101303808
style,NOUN,/ˈstaɪɫ/,/stˈa‍ɪl/,101024266
front,ADJ,/ˈfɹənt/,/fɹˈʌnt/,100886343
statement,NOUN,/ˈsteɪtmənt/,/stˈe‍ɪtmənt/,100868970
ever,ADV,/ˈɛvɝ/,/ˈɛvɐ/,100264634
early,ADV,/ˈɝɫi/,/ˈɜːli/,100013194
miles,NOUN,/ˈmaɪəɫz/,/mˈa‍ɪlz/,100012522
sound,VERB,/ˈsaʊnd/,/sˈa‍ʊnd/,100010833
resource,NOUN,/ˈɹisɔɹs/,/ɹɪzˈɔːs/,99964083
either,CCONJ,/ˈaɪðɝ/,/ˈa‍ɪðɐ/,99143011
ago,ADV,/əˈɡoʊ/,/ɐɡˈə‍ʊ/,98839705
word,NOUN,/ˈwɝd/,/wˈɜːd/,98671341
material,NOUN,/məˈtɪɹiəɫ/,/mətˈi‍əɹɪə‍l/,98528318
bill,NOUN,/ˈbɪɫ/,/bˈɪl/,98494166
talk,VERB,/ˈtɔk/,/tˈɔːk/,97850837
federal,ADJ,/ˈfɛdɝəɫ/,/fˈɛdəɹə‍l/,97837595
final,ADJ,/ˈfaɪnəɫ/,/fˈa‍ɪnə‍l/,97649084
adult,NOUN,/ˈædəɫt/,/ˈædʌlt/,97583096
thing,INTJ,/ˈθɪŋ/,/θˈɪŋ/,97451660
centre,NOUN,/ˈsɛntɝ/,/sˈɛntɐ/,97258243
cheap,ADJ,/ˈtʃip/,/t‍ʃˈiːp/,97049762
nude,NOUN,/ˈnud/,/njˈuːd/,96733793
finance,NOUN,/ˈfaɪˌnæns/,/fˈa‍ɪnæns/,96554164
true,ADJ,/ˈtɹu/,/tɹˈuː/,96269550
else,ADJ,/ˈɛɫs/,/ˈɛls/,96020036
mark,NOUN,/ˈmɑɹk/,/mˈɑːk/,95606752
third,ADJ,/ˈθɝd/,/θˈɜːd/,95489240
rock,NOUN,/ˈɹɑk/,/ɹˈɒk/,95488543
bad,ADJ,/ˈbæd/,/bˈæd/,95096787
individual,ADJ,/ˌɪndəˈvɪdʒəwəɫ/,/ˌɪndɪvˈɪd‍ʒuːə‍l/,94815082
plus,CCONJ,/ˈpɫəs/,/plˈʌs/,94730251
auto,NOUN,/ˈɔtoʊ/,/ˈɔːtə‍ʊ/,94700371
cover,NOUN,/ˈkəvɝ/,/kˈʌvɐ/,94501729
usually,ADV,/ˈjuʒəɫi/,/jˈuːʒuːə‍li/,94477370
edit,NOUN,/ˈɛdət/,/ˈɛdɪt/,94159529
together,ADV,/təˈɡɛðɝ/,/təɡˈɛðɐ/,94113765
percent,NOUN,/pɝˈsɛnt/,/pəsˈɛnt/,94036312
fast,ADJ,/ˈfæst/,/fˈɑːst/,93941472
function,NOUN,/ˈfəŋkʃən/,/fˈʌŋkʃən/,93878887
fact,NOUN,/ˈfækt/,/fˈækt/,93807963
unit,NOUN,/ˈjunət/,/jˈuːnɪt/,93714361
global,ADJ,/ˈɡɫoʊbəɫ/,/ɡlˈə‍ʊbə‍l/,93450595
meet,VERB,/ˈmit/,/mˈiːt/,93275872
far,ADV,/ˈfɑɹ/,/fˈɑː/,93061804
economic,ADJ,/ˌɛkəˈnɑmɪk/,/ˌiːkənˈɒmɪk/,93044306
en,ADV,/ˈɛn/,/ˈɛn/,92803600
player,NOUN,/ˈpɫeɪɝ/,/plˈe‍ɪɐ/,92709785
often,ADV,/ˈɔfən/,/ˈɒfən/,92551460
subscribe,NOUN,/səbsˈkɹaɪb/,/səbskɹˈa‍ɪb/,92456246
submit,VERB,/səbˈmɪt/,/səbmˈɪt/,92431559
amount,NOUN,/əˈmaʊnt/,/ɐmˈa‍ʊnt/,92039679
watch,VERB,/ˈwɑtʃ/,/wˈɒt‍ʃ/,92006970
feel,VERB,/ˈfiɫ/,/fˈiːl/,91924001
though,ADV,/ˈðoʊ/,/ðˈə‍ʊ/,91905891
bank,NOUN,/ˈbæŋk/,/bˈæŋk/,91559349
risk,NOUN,/ˈɹɪsk/,/ɹˈɪsk/,91486135
thanks,NOUN,/ˈθæŋks/,/θˈæŋks/,91398411
everything,PRON,/ˈɛvɹiˌθɪŋ/,/ˈɛvɹɪθˌɪŋ/,91388083
various,ADJ,/ˈvɛɹiəs/,/vˈe‍əɹɪəs/,91156139
production,NOUN,/pɝˈdəkʃən/,/pɹədˈʌkʃən/,90612739
commercial,ADJ,/kəˈmɝʃəɫ/,/kəmˈɜːʃə‍l/,90554932
weight,NOUN,/ˈweɪt/,/wˈe‍ɪt/,90506560
town,NOUN,/ˈtaʊn/,/tˈa‍ʊn/,90478880
heart,NOUN,/ˈhɑɹt/,/hˈɑːt/,90249265
advertising,NOUN,/ˈædvɝˌtaɪzɪŋ/,/ˈædvətˌa‍ɪzɪŋ/,90210309
choose,NOUN,/ˈtʃuz/,/t‍ʃˈuːz/,90010174
treatment,NOUN,/ˈtɹitmənt/,/tɹˈiːtmənt/,90001988
newsletter,NOUN,/ˈnuzˌɫɛtɝ/,/njˈuːzlɛtɐ/,89828494
knowledge,NOUN,/ˈnɑɫədʒ/,/nˈɒlɪd‍ʒ/,89749339
magazine,NOUN,/ˈmæɡəˌzin/,/mˌæɡɐzˈiːn/,89744012
error,NOUN,/ˈɛɹɝ/,/ˈɛɹɐ/,89396475
camera,NOUN,/ˈkæmɝə/,/kˈæmɹɐ/,89324930
jun,NOUN,/ˈdʒən/,/d‍ʒˈʌn/,89154690
girl,NOUN,/ˈɡɝɫ/,/ɡˈɜːl/,89139125
currently,ADV,/ˈkɝəntɫi/,/kˈʌɹəntli/,89075990
construction,NOUN,/kənˈstɹəkʃən/,/kənstɹˈʌkʃən/,88770071
clear,ADJ,/ˈkɫɪɹ/,/klˈi‍ə/,88447610
golf,NOUN,/ˈɡɑɫf/,/ɡˈɒlf/,88332962
receive,VERB,/ɹəˈsiv/,/ɹɪsˈiːv/,88328938
domain,NOUN,/doʊˈmeɪn/,/dəmˈe‍ɪn/,88097391
chapter,NOUN,/ˈtʃæptɝ/,/t‍ʃˈæptɐ/,87882874
protection,NOUN,/pɹəˈtɛkʃən/,/pɹətˈɛkʃən/,87824220
loan,NOUN,/ˈɫoʊn/,/lˈə‍ʊn/,87785549
wide,ADV,/ˈwaɪd/,/wˈa‍ɪd/,87661475
beauty,NOUN,/ˈbjuti/,/bjˈuːti/,87572240
manager,NOUN,/ˈmænədʒɝ/,/mˈænɪd‍ʒɐ/,87441704
position,NOUN,/pəˈzɪʃən/,/pəzˈɪʃən/,87139187
sort,ADV,/ˈsɔɹt/,/sˈɔːt/,86985936
models,NOUN,/ˈmɑdəɫz/,/mˈɒdə‍lz/,86573186
half,NOUN,/ˈhæf/,/hˈɑːf/,86290420
step,NOUN,/ˈstɛp/,/stˈɛp/,86147277
simple,ADJ,/ˈsɪmpəɫ/,/sˈɪmpə‍l/,85617922
quick,ADJ,/ˈkwɪk/,/kwˈɪk/,85584600
wireless,ADJ,/ˈwaɪɹɫɪs/,/wˈa‍ɪ‍ələs/,85333514
license,NOUN,/ˈɫaɪsəns/,/lˈa‍ɪsəns/,85326896
lake,NOUN,/ˈɫeɪk/,/lˈe‍ɪk/,85241485
whole,ADJ,/ˈhoʊɫ/,/hˈə‍ʊl/,85202530
annual,ADJ,/ˈænjuəɫ/,/ˈænjuːə‍l/,85043687
later,ADV,/ˈɫeɪtɝ/,/lˈe‍ɪtɐ/,84857974
basic,ADJ,/ˈbeɪsɪk/,/bˈe‍ɪsɪk/,84840226
corporate,ADJ,/ˈkɔɹpɝət/,/kˈɔːpəɹət/,84697675
church,NOUN,/ˈtʃɝtʃ/,/t‍ʃˈɜːt‍ʃ/,84556943
method,NOUN,/ˈmɛθəd/,/mˈɛθəd/,84399520
purchase,INTJ,/ˈpɝtʃəs/,/pˈɜːt‍ʃɪs/,84333183
active,ADJ,/ˈæktɪv/,/ˈæktɪv/,84084764
response,NOUN,/ɹiˈspɑns/,/ɹɪspˈɒns/,84065293
practice,NOUN,/ˈpɹæktəs/,/pɹˈæktɪs/,84037810
hardware,NOUN,/ˈhɑɹdˌwɛɹ/,/hˈɑːdwe‍ə/,84002445
figure,VERB,/ˈfɪɡjɝ/,/fˈɪɡɐ/,83949754
materials,NOUN,/məˈtɪɹiəɫz/,/mətˈi‍əɹɪə‍lz/,83901920
fire,NOUN,/ˈfaɪɝ/,/fˈa‍ɪ‍ə/,83845349
holiday,NOUN,/ˈhɑɫəˌdeɪ/,/hˈɒlɪdˌe‍ɪ/,83671730
chat,VERB,/ˈtʃæt/,/t‍ʃˈæt/,83625620
enough,ADV,/iˈnəf/,/ɪnˈʌf/,83592616
along,ADV,/əˈɫɔŋ/,/ɐlˈɒŋ/,83444756
among,ADP,/əˈməŋ/,/ɐmˈʌŋ/,83431590
death,NOUN,/ˈdɛθ/,/dˈɛθ/,83216831
speed,NOUN,/ˈspid/,/spˈiːd/,83135749
loss,NOUN,/ˈɫɔs/,/lˈɒs/,83015916
face,NOUN,/ˈfeɪs/,/fˈe‍ɪs/,82807978
brand,ADV,/ˈbɹænd/,/bɹˈænd/,82807581
higher,ADJ,/ˈhaɪɝ/,/hˈa‍ɪɐ/,82515596
remember,VERB,/ɹiˈmɛmbɝ/,/ɹɪmˈɛmbɐ/,82222044
oil,NOUN,/ˈɔɪɫ/,/ˈɔ‍ɪl/,82178167
bit,NOUN,/ˈbɪt/,/bˈɪt/,82113875
yellow,ADJ,/ˈjɛɫoʊ/,/jˈɛlə‍ʊ/,82024459
political,ADJ,/pəˈɫɪtəkəɫ/,/pəlˈɪtɪkə‍l/,82021775
advertise,NOUN,/ˈædvɝˌtaɪz/,/ˈædvətˌa‍ɪz/,81965610
kingdom,NOUN,/ˈkɪŋdəm/,/kˈɪŋdəm/,81913366
base,NOUN,/ˈbeɪs/,/bˈe‍ɪs/,81894680
near,ADV,/ˈnɪɹ/,/nˈi‍ə/,81652767
environmental,ADJ,/ɪnˌvaɪɹənˈmɛnəɫ/,/ɛnvˌa‍ɪɹənmˈɛntə‍l/,81596309
thought,NOUN,/ˈθɔt/,/θˈɔːt/,81561217
stuff,NOUN,/ˈstəf/,/stˈʌf/,81444510
french,ADJ,/ˈfɹɛntʃ/,/fɹˈɛnt‍ʃ/,81396759
storage,NOUN,/ˈstɔɹədʒ/,/stˈɔːɹɪd‍ʒ/,81320471
oh,INTJ,/ˈoʊ/,/ˈə‍ʊ/,81258789
japan,NOUN,/dʒəˈpæn/,/d‍ʒəpˈæn/,81110725
entry,NOUN,/ˈɛntɹi/,/ˈɛntɹi/,80717798
stay,AUX,/ˈsteɪ/,/stˈe‍ɪ/,80694073
nature,NOUN,/ˈneɪtʃɝ/,/nˈe‍ɪt‍ʃɐ/,80659036
availability,NOUN,/əˌveɪɫəˈbɪɫəti/,/ɐvˌe‍ɪləbˈɪlɪti/,80583907
summary,NOUN,/ˈsəmɝi/,/sˈʌməɹi/,80526622
turn,VERB,/ˈtɝn/,/tˈɜːn/,80328029
mean,VERB,/ˈmin/,/mˈiːn/,80312172
growth,NOUN,/ˈɡɹoʊθ/,/ɡɹˈə‍ʊθ/,79998480
agency,NOUN,/ˈeɪdʒənsi/,/ˈe‍ɪd‍ʒənsi/,79915539
king,NOUN,/ˈkɪŋ/,/kˈɪŋ/,79791224
activity,NOUN,/ækˈtɪvəti/,/æktˈɪvɪti/,79633609
copy,VERB,/ˈkɑpi/,/kˈɒpi/,79615682
although,SCONJ,/ˌɔɫˈðoʊ/,/ɒlðˈə‍ʊ/,79579407
drug,NOUN,/ˈdɹəɡ/,/dɹˈʌɡ/,79424420
western,ADJ,/ˈhwɛstɝn/,/wˈɛstən/,79255339
income,NOUN,/ˈɪnˌkəm/,/ˈɪnkʌm/,79240506
force,NOUN,/ˈfɔɹs/,/fˈɔːs/,79199815
cash,NOUN,/ˈkæʃ/,/kˈæʃ/,79172952
employment,NOUN,/ɛmˈpɫɔɪmənt/,/ɛmplˈɔ‍ɪmənt/,79105156
bay,INTJ,/ˈbeɪ/,/bˈe‍ɪ/,78967124
commission,NOUN,/kəˈmɪʃən/,/kəmˈɪʃən/,78817488
ad,NOUN,/ˈæd/,/ˈæd/,78774169
package,NOUN,/ˈpækədʒ/,/pˈækɪd‍ʒ/,78421168
engine,NOUN,/ˈɛndʒən/,/ˈɛnd‍ʒɪn/,78078059
port,NOUN,/ˈpɔɹt/,/pˈɔːt/,78051775
album,X,/ˈæɫbəm/,/ˈælbəm/,77914316
regional,ADJ,/ˈɹidʒənəɫ/,/ɹˈiːd‍ʒənə‍l/,77752808
stop,VERB,/ˈstɑp/,/stˈɒp/,77749471
supplies,NOUN,/səˈpɫaɪz/,/səplˈa‍ɪz/,77574804
administration,NOUN,/ædˌmɪnɪˈstɹeɪʃən/,/ɐdmˌɪnɪstɹˈe‍ɪʃən/,77515175
bar,NOUN,/ˈbɑɹ/,/bˈɑː/,77375075
institute,X,/ˈɪnstəˌtut/,/ˈɪnstɪtjˌuːt/,77353032
views,NOUN,/ˈvjuz/,/vjˈuːz/,77333335
double,ADJ,/ˈdəbəɫ/,/dˈʌbə‍l/,77287578
dog,NOUN,/ˈdɔɡ/,/dˈɒɡ/,77271631
